track_id,track_name,artists,emotion,valence,energy,tempo,mode,loudness,acousticness,danceability
feat_0132,Flirty Maya ｜ Official Music Video ｜ Neetesh Jung Kunwar,,Happy,0.616,1.0,89.1,1,-14.84,0.506,0.362
feat_0134,Gahiro Unplugged (Acoustic Version),,Happy,0.678,1.0,107.7,1,-11.1,0.753,0.678
feat_0135,Gari Khana Deu I ｜ ALBATROSS,,Happy,0.817,1.0,152.0,1,-11.8,0.471,0.177
feat_0137,Gun Bhuleu ｜ गुन भुलेउ ｜ Sarika Ghimire ｜ Official Song 2025,,Happy,0.647,1.0,107.7,1,-11.86,0.557,0.147
feat_0138,Gurasa ko feda muni karaoke Sabin Rai Nepali Song Karaoke,,Happy,0.671,0.532,103.4,1,-21.96,0.446,0.25
feat_0139,Gurasai Fulyo Banaima ＂गुराँसै फुल्यो वनैमा＂ ｜ 1974 AD ｜ Lyrical Video With Guitar Chords,,Happy,0.725,1.0,129.2,1,-11.51,0.548,0.174
feat_0141,HAMRO MAYA ｜ THE EDGE BAND ( OFFICIAL MUSIC VIDEO ),,Happy,0.734,1.0,136.0,1,-14.18,0.688,0.197
feat_0142,Hajar Janma ｜ Rockheads Nepal ｜ Official Music Video,,Happy,0.654,1.0,117.5,1,-15.71,0.691,0.485
feat_0143,Hajar Juni Samma हजार जुनी सम्म,,Happy,0.798,1.0,136.0,1,-12.13,0.683,0.193
feat_0144,Hami - Prajina X Regan ( Directed by Sayun Shakya ),,Happy,0.751,1.0,152.0,1,-13.84,0.789,0.26
feat_0145,Hamro Nepalma,,Happy,0.679,1.0,117.5,1,-12.0,0.524,0.205
feat_0146,Hari Untuk Kita Berdua,,Happy,0.666,1.0,117.5,1,-12.54,0.824,0.536
feat_0147,"Hataarindai, Bataasindai (feat. Shyam Nepali)",,Happy,0.724,1.0,136.0,1,-16.17,0.82,0.506
feat_0149,Hawa Jastai - John Chamling Rai ｜ Official Audio & Lyrics ｜,,Happy,0.728,1.0,136.0,1,-15.9,0.756,0.328
feat_0150,"Hawa Jastai - John Chamling Rai ｜ Official Music Video ｜ Starring Sujan Zimba, Dixu & Himanshu ｜",,Happy,0.72,0.793,136.0,1,-18.49,0.747,0.317
feat_0151,Hellskitchen 2.0,,Happy,0.718,1.0,112.3,1,-15.17,0.349,0.525
feat_0152,"Hey Maya - Badri Sapkota, Gyanu Pariyar, Ramesh Pariyar, Manoj Gurung, Tulsi Gurung - New Song",,Happy,0.796,1.0,152.0,1,-10.26,0.62,0.156
feat_0000,"#Video ｜ 6 गोली मारव नथुनिया पS ｜ #Khesari Lal Yadav, Srishti Bharti ｜ 6 Goli Marab Nathuniya Pa",,Surprise,0.434,1.0,136.0,0,-10.46,0.552,0.196
feat_0001,1974AD - Hidda Hiddai (Official Lyrical Video),,Surprise,0.535,1.0,66.3,1,-12.49,0.667,0.355
feat_0005,A Dam Ngei Ang,,Surprise,0.599,1.0,89.1,1,-15.92,0.54,0.197
feat_0009,"APARIBHASIT ｜ SWAR ｜ Swapnil Sharma, Rohit Shakya & Gautam Tandukar",,Surprise,0.578,1.0,80.7,1,-14.16,0.725,0.76
feat_0012,Aandhii - K Hunthyo Hola Hami Sangai Bhayeko Bhaye？ [Official Lyric Video],,Surprise,0.488,0.944,58.7,1,-16.98,0.729,0.719
feat_0022,Albatross ｜ Manav Nai Danav ｜ Ma Ra Malai ｜ Official Video,,Surprise,0.537,1.0,60.1,1,-13.35,0.519,0.55
feat_0025,All 9 Solfeggio Frequencies - Full Body Aura Cleanse & Cell Regeneration Therapy 2,,Surprise,0.492,0.623,83.4,1,-20.59,0.876,0.164
feat_0026,All 9 Solfeggio Frequencies - Full Body Aura Cleanse & Cell Regeneration Therapy,,Surprise,0.492,0.623,83.4,1,-20.59,0.876,0.164
feat_0030,Antim Maya Lyrical - Naren Limbu,,Surprise,0.592,1.0,80.7,1,-14.09,0.681,0.305
feat_0033,Ashma (A Confession) - Neetesh J Kunwar,,Surprise,0.489,0.854,60.1,1,-17.85,0.305,0.126
feat_0034,Ashu barara,,Surprise,0.423,0.795,143.6,0,-18.47,0.77,0.195
feat_0037,Audrey (Instrumental),,Surprise,0.592,1.0,95.7,1,-14.95,0.849,0.351
feat_0040,Ayush Gauchan - Maya (Official Music Video),,Surprise,0.556,1.0,83.4,1,-15.54,0.586,0.489
feat_0042,B-8EIGHT - K Yo Maya Ho [OFFICIAL VIDEO],,Surprise,0.445,1.0,172.3,0,-11.6,0.535,0.111
feat_0053,BUJHAU MALAI l SUSHANT GHIMIRE l OFFICIAL MUSIC VIDEO (Harayeni Baata),,Surprise,0.581,1.0,86.1,1,-16.15,0.614,0.436
feat_0059,Beisei Bo Hnu,,Surprise,0.541,1.0,73.8,1,-14.57,0.782,0.277
feat_0066,Bidesh Jane Mayalu Timilai ｜ Deepak Thapa ｜ Old Nepali Song,,Surprise,0.581,1.0,73.8,1,-13.48,0.682,0.278
feat_0072,Bipul Chettri - Aashish (Official Video),,Surprise,0.512,1.0,69.8,1,-14.77,0.58,0.416
feat_0075,Bipul Chettri - Deorali Darah,,Surprise,0.589,1.0,95.7,1,-16.33,0.654,0.327
feat_0083,"Birtamod, you were unreal Last night 🔥🔥🔥Thank You ｜ Our Next Stop DHARAN",,Surprise,0.597,0.881,107.7,1,-17.58,0.64,0.606
feat_0086,"Bujhne Lai - Tunna Bell Thapa ( Album - Je Cha, Gara Timi )",,Surprise,0.567,1.0,86.1,1,-11.07,0.794,0.221
feat_0088,CHINTA TRIBAL RAIN,,Surprise,0.584,1.0,99.4,1,-14.54,0.63,0.389
feat_0100,China Company (चाइना कम्पनी) ｜ Bro Sis ｜ Nepali Song ｜ Music Nepal Official,,Surprise,0.445,1.0,161.5,0,-14.79,0.483,0.2
feat_0107,Cobweb - Timro Maya I The 30's Edition I Live,,Surprise,0.57,1.0,83.4,1,-13.52,0.67,0.397
feat_0109,DHUN ｜ Rockheads ｜ Official Music Video,,Surprise,0.525,1.0,69.8,1,-15.52,0.673,0.64
feat_0116,Daun Jatuh - Bungkam (Stripped),,Surprise,0.569,0.59,92.3,1,-21.06,0.886,0.459
feat_0120,Desh Ko Maya Feat. Arthur Gunn - Neetesh Jung Kunwar,,Surprise,0.512,0.976,60.1,1,-16.69,0.593,0.197
feat_0131,First And Last,,Surprise,0.522,1.0,61.5,1,-13.0,0.75,0.44
feat_0140,Guzaarishein (Piano Version),,Surprise,0.505,1.0,69.8,1,-13.89,0.826,0.564
feat_0148,Hataash - Prince Deukadi,,Surprise,0.524,0.912,86.1,1,-17.28,0.82,0.846
feat_0161,I Tello Chuan,,Surprise,0.528,1.0,68.0,1,-13.19,0.731,0.494
feat_0171,"Jiunu Nai Hola, Tribal Rain (Freestyle acoustic experimental band, Sikkim)",,Surprise,0.588,1.0,103.4,1,-13.13,0.736,0.257
feat_0176,Juneli Raatma - Addit Shrestha & W.A.G (Official HD Video),,Surprise,0.589,0.918,89.1,1,-17.22,0.469,0.293
feat_0180,KARAOKE ｜ Pahilo Junima ｜ Dherai Dherai ｜ 1974 AD with Lyrics,,Surprise,0.553,1.0,69.8,1,-15.74,0.598,0.351
feat_0191,Karma Band - Hukka Mero with Lyrics,,Surprise,0.432,1.0,161.5,0,-15.66,0.398,0.136
feat_0192,Kasari Bhanu - Official Lyrical Video - Swoopna Suman - Arbitrary Originals,,Surprise,0.59,1.0,89.1,1,-12.56,0.588,0.236
feat_0199,Khaseka Tara ｜ ALBATROSS,,Surprise,0.426,1.0,152.0,0,-15.38,0.559,0.244
feat_0213,Lampate Surati ＂लामपाते सुरती＂ - Nepathya ｜ Nepali Song ｜ Lyrical Video,,Surprise,0.616,0.493,95.7,1,-22.62,0.65,0.266
feat_0221,MAYA GARNU LA - LYRICAL - JERRY ON TOP - ANMOL KC - JASSITA GURUNG - AANCHAL SHARMA - JOHN RAI,,Surprise,0.588,0.886,92.3,1,-17.53,0.74,0.385
feat_0223,Ma Sansar Jitne - Sabin Rai & The Elektrix - KRIPA UNPLUGGED SEASON 2,,Surprise,0.578,1.0,73.8,1,-13.25,0.633,0.407
feat_0224,Ma Sansar Jitne Att (Unpluggedd) Sabin Rai & The Elektrix(Lyrics),,Surprise,0.57,1.0,73.8,1,-12.98,0.634,0.486
feat_0225,Ma Timro - Official Music Video - Swoopna Suman ｜ Arbitrary Originals,,Surprise,0.54,1.0,73.8,1,-14.15,0.646,0.248
feat_0228,Makhamali - The Hulaki ｜ Official Music Video,,Surprise,0.584,0.886,89.1,1,-17.53,0.682,0.386
feat_0255,Narisawna-Official Music Video,,Surprise,0.575,1.0,86.1,1,-11.45,0.758,0.47
feat_0256,Navjot Ahuja - Khat (Official Audio),,Surprise,0.58,1.0,89.1,1,-15.0,0.632,0.298
feat_0266,Nepathya - Lampate Surati (लाम्पाते सुरती ) ｜ Live - Nepal Tour 2018,,Surprise,0.585,0.999,71.8,1,-16.48,0.498,0.314
feat_0269,Nepathya - Resham (रेशम),,Surprise,0.568,0.579,78.3,1,-21.22,0.557,0.308
feat_0287,"Only 3 days to go!!!We’re hitting the stage this Saturday @cjamfest ｜ April 4th 2026,",,Surprise,0.57,1.0,86.1,1,-11.74,0.667,0.411
feat_0300,Potty Aa Rahi Song😂Susu Aa Rahi Hai Song Paddu Aa Rahi Song Funny Potty Training Song KianaKidsTV,,Surprise,0.469,0.843,152.0,0,-17.96,0.433,0.162
feat_0311,Purna Rai - Kalo⧸Seto (official music video),,Surprise,0.518,1.0,60.1,1,-12.93,0.711,0.335
feat_0315,RAIL LAI MA - TRISHNA GURUNG [OFFICIAL VIDEO],,Surprise,0.561,1.0,71.8,1,-12.75,0.57,0.127
feat_0317,ROCKHEADS ｜ RANGA ｜,,Surprise,0.579,1.0,95.7,1,-16.01,0.653,0.323
feat_0319,Raahein - Apurva Tamang ｜ Official MV ｜,,Surprise,0.59,1.0,99.4,1,-13.86,0.759,0.471
feat_0322,Rachana Dahal - AAGYA ( Official Music Video by @StormcrowFramework ),,Surprise,0.434,0.816,172.3,0,-18.25,0.721,0.162
feat_0335,SAMJHANCHU - Sabin Rai & The Pharaoh (Lyrics Video),,Surprise,0.557,1.0,78.3,1,-15.52,0.585,0.343
feat_0337,SAMJHINEY MUTU ｜ THE EDGE BAND ｜ OFFICIAL VIDEO,,Surprise,0.56,1.0,68.0,1,-13.45,0.729,0.214
feat_0359,Samir Shrestha - Hera na ( Official Lyrical Video ) ｜ Prod. Foeseal,,Surprise,0.598,1.0,95.7,1,-14.01,0.77,0.343
feat_0362,Samir Shrestha - Thamana Haat ( Official Music Video ) ｜ Prod. Foeseal,,Surprise,0.595,0.836,95.7,1,-18.03,0.697,0.33
feat_0363,Samir Shrestha X Bardan - Maya ta maya ho ( Improvised ),,Surprise,0.555,1.0,89.1,1,-8.93,0.885,0.524
feat_0367,Sath Juni - The Dreamcatchers Official ｜ Angu Bhutia ｜,,Surprise,0.619,0.527,92.3,1,-22.04,0.525,0.307
feat_0376,Si⧸Ma-[Na] - Kaalpanik⧸ Maayaajastai [Official Video],,Surprise,0.407,1.0,161.5,0,-13.6,0.742,0.201
feat_0377,Soft Rider (Video W Lyrics)- NjK VIBE,,Surprise,0.59,0.784,83.4,1,-18.59,0.407,0.24
feat_0379,Steve Lacy - the feeling (Official Video),,Surprise,0.587,1.0,86.1,1,-11.81,0.572,0.219
feat_0387,Sushant KC - Behos,,Surprise,0.597,0.78,95.7,1,-18.64,0.684,0.918
feat_0396,TIMRO AANKHA - Swoopna Suman (Official MV),,Surprise,0.56,1.0,80.7,1,-13.67,0.678,0.295
feat_0400,Tanha Reh Jayege – Aarzoo Khaan ｜ Emotional Hindi Sad Song ｜ New Song 2026 ｜ Arijit Singh Vibe,,Surprise,0.416,0.856,143.6,0,-17.83,0.709,0.221
feat_0412,Timi Nai Hau ｜ Sabin Rai ｜ Official Video,,Surprise,0.542,0.907,68.0,1,-17.33,0.533,0.458
feat_0426,Ungu - Aku Bukan Pilihan Hatimu (Cover by Tereza),,Surprise,0.588,1.0,86.1,1,-15.03,0.797,1.0
feat_0432,"Vallah (Official Video) Shahid, Kriti, Rashmika ｜ Pritam, Bayanni, Harrdy S, Amitabh B ｜ Cocktail 2",,Surprise,0.493,1.0,198.8,0,-10.46,0.557,0.164
feat_0449,Yabesh Thapa - Bhanu Kasari Ma (Album Visualizer),,Surprise,0.593,0.828,99.4,1,-18.11,0.755,0.568
feat_0459,Yabesh Thapa - Haalkhabar ｜ OFFICIAL MUSIC VIDEO,,Surprise,0.549,0.832,80.7,1,-18.08,0.766,0.769
feat_0462,Yabesh Thapa - K Hunthyo Hola ｜ Interlude (Album Visualizer),,Surprise,0.47,0.788,69.8,1,-18.54,0.858,0.555
feat_0463,Yabesh Thapa - Kamana ⧸ कामना,,Surprise,0.589,1.0,95.7,1,-13.59,0.801,0.535
feat_0467,Yabesh Thapa - Muskuraye ｜ OFFICIAL VISUALIZER,,Surprise,0.582,1.0,89.1,1,-15.64,0.686,0.283
feat_0468,Yabesh Thapa - Mutu Bhari ft. Sneha (Album Visualizer),,Surprise,0.438,1.0,161.5,0,-13.98,0.571,0.139
feat_0469,Yabesh Thapa - Saat Samundra ft. Dechen Phinasa (Album Visualizer),,Surprise,0.596,1.0,99.4,1,-15.99,0.718,0.477
feat_0478,Yabesh Thapa X Zeroo X Easi 12 X Dong - Saacho Kura (ClassX Connects),,Surprise,0.433,1.0,172.3,0,-12.58,0.567,0.199
feat_0493,Aruna Lama ｜ POHOR SAAL KHUSI ＂पोहोर साल खुशी＂ ｜ Superhit Nepali Song ｜ Music Nepal Official,,Surprise,0.411,1.0,161.5,0,-15.95,0.728,0.248
feat_0499,Dhalki Dhalki Nahida - P.L Shrestha ｜ Natikaji ｜ Rabindra Shah ｜ Nepali Song,,Surprise,0.6,0.596,89.1,1,-20.98,0.515,0.393
feat_0512,Jeevanko Harek Modma - Narayan Gopal & Aruna Lama ｜ Gopal Yonjan ｜ Nepali Song,,Surprise,0.41,1.0,198.8,0,-10.99,0.713,0.175
feat_0527,Namche Bajar ｜ Bijendra Gurung ｜ Superhit Nepali Song,,Surprise,0.587,1.0,78.3,1,-8.17,0.63,0.135
feat_0537,Raatko Rani Phule Jhai Sajhama ｜ Danny Denzongpa ｜ Shambhujeet Baskota ｜ Nepali Song,,Surprise,0.59,1.0,86.1,1,-15.5,0.687,0.227
feat_0543,Sabaile Dine Ustai Huncha Maya -Tara Thapa ｜ Nepali Superhit Classic Song,,Surprise,0.44,1.0,172.3,0,-13.58,0.721,0.25
feat_0549,Sungabha Jasto Jeevan - Taradevi & Meera Rana ｜ Nepali Song,,Surprise,0.571,1.0,86.1,1,-16.23,0.652,0.325
feat_0555,Tirtha Kumari Thapa ｜ Evergreen & Popular Nepali Folk Songs Juke Box ｜ Ma Ta Khadina Kuwako Pani,,Surprise,0.46,0.867,184.6,0,-17.72,0.615,0.282
feat_0563,＂उकाली चढ्दा＂ Ukali Chadhda - Ambar Gurung ｜ Nepali Song ｜ Lyrical Video,,Surprise,0.594,1.0,92.3,1,-16.14,0.704,0.247
feat_0565,＂किन किन तिम्रो तस्बिर​＂ Kina Kina Timro Tasbir - Gulam Ali ｜ MBB Shah ｜ Deepak Jangam ｜ Music Nepal,,Surprise,0.547,0.818,83.4,1,-18.23,0.647,0.287
feat_0568,＂म प्यार बेचिदिन्छु＂ Ma Pyar Bechidinchu - Asha Bhosle ｜ Nepali Sadabahar Geet,,Surprise,0.428,1.0,161.5,0,-12.59,0.532,0.302
feat_0569,＂मखमली चोलो＂ Makhamali Cholo - Meera Rana ｜ Gopal Yonjan ｜ Nepali Song,,Surprise,0.588,1.0,83.4,1,-15.01,0.569,0.407
feat_0584,बिदाई (Bidaai) ｜ SWAR ｜ Official Video,,Surprise,0.582,1.0,86.1,1,-15.66,0.657,0.358
